"lat","lon","year","country","index","ea_id"
-0.639231026172638,31.5299873352051,2005,"ug",0.59362393004136,"1100001"
-0.639231026172638,31.5299873352051,2009,"ug",0.36143342751549,"1100001"
-0.639231026172638,31.5299873352051,2013,"ug",0.645060584026307,"1100001"
-0.640430986881256,29.8059825897217,2005,"ug",-0.0527864258778408,"4120005"
-0.640430986881256,29.8059825897217,2009,"ug",-0.556702846001974,"4120005"
-0.640430986881256,29.8059825897217,2013,"ug",-0.304891872159225,"4120005"
-0.69743800163269,30.4774150848389,2005,"ug",-0.521155121512455,"0"
-0.69743800163269,30.4774150848389,2009,"ug",-0.168490500602484,"0"
-0.69743800163269,30.4774150848389,2013,"ug",0.0855893942659672,"0"
-0.745038986206055,30.4248142242432,2005,"ug",0.315130243846766,"4100038"
-0.745038986206055,30.4248142242432,2009,"ug",-0.163180915424929,"4100038"
-0.745038986206055,30.4248142242432,2013,"ug",-0.183025072006081,"4100038"
-0.760571002960205,30.1790943145752,2005,"ug",0.131790231352679,"4110004"
-0.760571002960205,30.1790943145752,2009,"ug",-0.184618330309867,"4110004"
-0.760571002960205,30.1790943145752,2013,"ug",-0.0423834109373087,"4110004"
-0.860807001590729,30.2692756652832,2005,"ug",1.39589487603943,"4110002"
-0.860807001590729,30.2692756652832,2009,"ug",0.79709603968113,"4110002"
-0.860807001590729,30.2692756652832,2013,"ug",1.2428364125608,"4110002"
-0.867663025856018,30.3541145324707,2005,"ug",-0.289668626912746,"4110006"
-0.867663025856018,30.3541145324707,2009,"ug",-0.388354256498924,"4110006"
-0.867663025856018,30.3541145324707,2013,"ug",0.0591059894071047,"4110006"
-0.887125015258789,31.711088180542,2005,"ug",-0.221091731423849,"1100005"
-0.887125015258789,31.711088180542,2009,"ug",-0.182264137586965,"1100005"
-0.887125015258789,31.711088180542,2013,"ug",-0.397494297888929,"1100005"
-0.903626978397369,31.7654724121094,2005,"ug",0.891938058034168,"0"
-0.903626978397369,31.7654724121094,2009,"ug",-0.0845414755540384,"0"
-0.903626978397369,31.7654724121094,2013,"ug",0.470554339756693,"0"
-0.9203240275383,29.8012294769287,2005,"ug",0.406469588809898,"4140005"
-0.9203240275383,29.8012294769287,2009,"ug",-0.0211281248818313,"4140005"
-0.9203240275383,29.8012294769287,2013,"ug",0.0812247542191997,"4140005"
-0.964900970458984,29.9596881866455,2005,"ug",0.0758036499738361,"4120003"
-0.964900970458984,29.9596881866455,2009,"ug",-0.28044090468306,"4120003"
-0.964900970458984,29.9596881866455,2013,"ug",-0.146442526187789,"4120003"
-0.98233699798584,30.45973777771,2005,"ug",0.0279442582997073,"4110007"
-0.98233699798584,30.45973777771,2009,"ug",-0.498883688501429,"4110007"
-0.98233699798584,30.45973777771,2013,"ug",-0.329223799954478,"4110007"
-0.987177014350891,30.1298351287842,2005,"ug",-0.148781081164563,"4110009"
-0.987177014350891,30.1298351287842,2009,"ug",-0.145559817684098,"4110009"
-0.987177014350891,30.1298351287842,2013,"ug",0.0241614542731201,"4110009"
-1.05877995491028,30.6970100402832,2008,"tz",-0.374117045690634,"1801027001"
-1.15059995651245,29.6728382110596,2005,"ug",-0.508141870019695,"4080002"
-1.15059995651245,29.6728382110596,2009,"ug",-0.514104374680259,"4080002"
-1.15059995651245,29.6728382110596,2013,"ug",-0.543597445966883,"4080002"
-1.21300995349884,31.4639492034912,2008,"tz",-0.37172557169793,"1802003003"
-1.21300995349884,31.4639492034912,2012,"tz",0.192475448793067,"1802003003"
-1.2134200334549,31.6655006408691,2008,"tz",1.01023534840697,"1802014005"
-1.24143004417419,29.9611663818359,2005,"ug",0.178078051289887,"4040003"
-1.24143004417419,29.9611663818359,2009,"ug",-0.0380194042096309,"4040003"
-1.24143004417419,29.9611663818359,2013,"ug",-0.0683054606962318,"4040003"
-1.25521600246429,30.0568199157715,2005,"ug",0.714320044346248,"4040006"
-1.25521600246429,30.0568199157715,2009,"ug",0.231893953591984,"4040006"
-1.25521600246429,30.0568199157715,2013,"ug",0.400524414241763,"4040006"
-1.32477998733521,34.3549690246582,2008,"tz",-0.160628868073638,"2001017005"
-1.32477998733521,34.3549690246582,2012,"tz",-0.842699637794922,"2001017005"
-1.3356499671936,31.822940826416,2008,"tz",0.716067452426884,"1806008011"
-1.3356499671936,31.822940826416,2012,"tz",0.792735052165196,"1806008011"
-1.33850002288818,31.6846809387207,2008,"tz",-0.371098745388651,"1802031002"
-1.33945000171661,31.7877197265625,2008,"tz",0.187888531510626,"1806011001"
-1.49855005741119,31.0767307281494,2008,"tz",-0.389257476471563,"1801009001"
-1.5111700296402,33.771411895752,2008,"tz",0.526282786513989,"2005011003"
-1.5111700296402,33.771411895752,2012,"tz",0.535927756400915,"2005011003"
-1.56409001350403,34.0737609863281,2008,"tz",-0.600552017388187,"2003003002"
-1.56409001350403,34.0737609863281,2012,"tz",-0.567102287334916,"2003003002"
-1.57090997695923,31.6720409393311,2008,"tz",-0.342961490923518,"1803031002"
-1.63967001438141,31.7208003997803,2008,"tz",-0.242519559280428,"1803005002"
-1.81422996520996,30.9435405731201,2008,"tz",-0.251184930974581,"1801018003"
-10.0251197814941,38.8901596069336,2008,"tz",-0.500554522945384,"0805008001"
-10.0251197814941,38.8901596069336,2012,"tz",-0.659062427964567,"0805008001"
-10.0494403839111,39.7026405334473,2008,"tz",-0.701669028614975,"0806012002"
-10.0494403839111,39.7026405334473,2012,"tz",-0.704433977232942,"0806012002"
-10.0718097686768,38.9377098083496,2008,"tz",-0.495615535480583,"0805001311"
-10.0785903930664,34.6586112976074,2008,"tz",-0.631557842257655,"1105019301"
-10.0785903930664,34.6586112976074,2012,"tz",-0.539361977372083,"1105019301"
-10.0842304229736,34.5797882080078,2008,"tz",-0.47509548302499,"1105018002"
-10.0987596511841,35.9029502868652,2008,"tz",-0.492381837375444,"1005009001"
-10.0987596511841,35.9029502868652,2012,"tz",-0.79816341359231,"1005009001"
-10.1143198013306,39.2443885803223,2008,"tz",-0.623704822869416,"0802019001"
-10.1143198013306,39.2443885803223,2012,"tz",-0.542249989651043,"0802019001"
-10.1309204101562,39.9964218139648,2008,"tz",-0.478934691407271,"0901016002"
-10.1309204101562,39.9964218139648,2012,"tz",-0.314493092269158,"0901016002"
-10.2243204116821,37.8767585754395,2008,"tz",-0.557390420431972,"0804003003"
-10.2344999313354,39.2819290161133,2008,"tz",-0.473323948451768,"0802013003"
-10.2387199401855,38.9223785400391,2008,"tz",-0.6223990034885,"0805006002"
-10.2387199401855,38.9223785400391,2012,"tz",-0.88940047184731,"0805006002"
-10.2713203430176,40.1741409301758,2012,"tz",-0.534415073365547,"0905012325"
-10.2743396759033,40.1881408691406,2008,"tz",0.162213149977681,"0905002026"
-10.2743396759033,40.1881408691406,2012,"tz",-0.15002173623883,"0905002026"
-10.2855701446533,40.1974601745605,2008,"tz",0.522830384264091,"0905001004"
-10.2986297607422,39.8851318359375,2008,"tz",0.195723447796122,"0901013007"
-10.2986297607422,39.8851318359375,2012,"tz",-0.534415073365547,"0901013007"
-10.3119897842407,40.1469612121582,2008,"tz",-0.273283496768896,"0905012003"
-10.3119897842407,40.1469612121582,2012,"tz",-0.345107183173926,"0905012003"
-10.3349704742432,40.2239799499512,2008,"tz",0.283860831653564,"0905003001"
-10.3349704742432,40.2239799499512,2012,"tz",0.678791894653679,"0905003001"
-10.3865900039673,39.9888610839844,2008,"tz",-0.173233182404455,"0901011004"
-10.3865900039673,39.9888610839844,2012,"tz",-0.510260893725661,"0901011004"
-10.4334001541138,39.7796287536621,2008,"tz",-0.344215418973487,"0901012006"
-10.4334001541138,39.7796287536621,2012,"tz",-0.58701263021662,"0901012006"
-10.4569997787476,39.0766181945801,2008,"tz",-0.450348601385342,"0903012005"
-10.4569997787476,39.0766181945801,2012,"tz",-0.707635661421557,"0903012005"
-10.5480804443359,36.3218612670898,2008,"tz",-0.578633592355945,"1005011005"
-10.5480804443359,36.3218612670898,2012,"tz",-0.861754015549848,"1005011005"
-10.566309928894,34.6172294616699,2008,"tz",-0.481026514289748,"1003037001"
-10.566309928894,34.6172294616699,2012,"tz",-0.669450088152092,"1003037001"
-10.5673303604126,38.9281196594238,2008,"tz",-0.257329742907665,"0903011002"
-10.5673303604126,38.9281196594238,2012,"tz",-0.634348902941127,"0903011002"
-10.5699300765991,35.353458404541,2008,"tz",-0.384876889285648,"1002009003"
-10.5699300765991,35.353458404541,2012,"tz",-0.742346005713178,"1002009003"
-10.57839012146,39.3646392822266,2008,"tz",-0.689288065472864,"0902016003"
-10.57839012146,39.3646392822266,2012,"tz",-0.667680238481657,"0902016003"
-10.5835304260254,38.0273017883301,2008,"tz",-0.621720010416863,"0803010002"
-10.5835304260254,38.0273017883301,2012,"tz",-0.825265748372773,"0803010002"
-10.6055297851562,35.4889793395996,2008,"tz",-0.264628716857565,"1002011311"
-10.6055297851562,35.4889793395996,2012,"tz",0.036700901582514,"1002011311"
-10.6298503875732,39.8815689086914,2008,"tz",-0.496299295518193,"0901010003"
-10.7221698760986,38.8038711547852,2008,"tz",0.401972169603886,"0903001016"
-10.7221698760986,38.8038711547852,2012,"tz",-0.626316461631248,"0903001016"
-10.7277898788452,39.4054107666016,2008,"tz",-0.598067397530176,"0902015007"
-10.7277898788452,39.4054107666016,2012,"tz",-0.653762717356112,"0902015007"
-10.7780799865723,38.7673416137695,2008,"tz",-0.352303158488791,"0903002007"
-10.7780799865723,38.7673416137695,2012,"tz",-0.688153463066126,"0903002007"
-10.7834300994873,39.1128005981445,2008,"tz",-0.127200244797282,"0903027004"
-10.7920598983765,35.7555389404297,2008,"tz",-0.429331983390291,"1002014004"
-10.7920598983765,35.7555389404297,2012,"tz",-0.841157154838997,"1002014004"
-10.7962999343872,39.5169982910156,2008,"tz",-0.750379190386643,"0904011002"
-10.7962999343872,39.5169982910156,2012,"tz",-0.844715750150822,"0904011002"
-10.8316097259521,39.7388801574707,2012,"tz",-0.667680238481657,"0904007003"
-10.8334903717041,39.3881492614746,2008,"tz",-0.229162313162617,"0902018005"
-10.9202299118042,38.4762802124023,2008,"tz",-0.462406975343178,"0903020004"
-10.9202299118042,38.4762802124023,2012,"tz",-0.927368579954602,"0903020004"
-10.920880317688,39.2926902770996,2008,"tz",1.62150586719144,"0902001360"
-10.920880317688,39.2926902770996,2012,"tz",-0.483549141393101,"0902001360"
-10.9309902191162,39.4037208557129,2008,"tz",-0.710382933611453,"0902005003"
-10.9309902191162,39.4037208557129,2012,"tz",-0.944735480416533,"0902005003"
-10.9505500793457,39.2777709960938,2008,"tz",-0.280305089974091,"0902001350"
-10.9714298248291,37.3988494873047,2008,"tz",-0.487961853424414,"1001003004"
-10.9714298248291,37.3988494873047,2012,"tz",-0.631860958990121,"1001003004"
-10.9874496459961,34.8933906555176,2008,"tz",-0.432885397546261,"1003022002"
-10.9874496459961,34.8933906555176,2012,"tz",-0.471482866488755,"1003022002"
-11.0119400024414,37.2691116333008,2008,"tz",-0.359292643946964,"1001019004"
-11.0119400024414,37.2691116333008,2012,"tz",-0.59035693787965,"1001019004"
-11.0262804031372,37.3624687194824,2008,"tz",-0.0562100571586371,"1001003305"
-11.0262804031372,37.3624687194824,2012,"tz",-0.133355076048451,"1001003305"
-11.0622396469116,37.3051795959473,2008,"tz",-0.0264364839357517,"1001003306"
-11.0622396469116,37.3051795959473,2012,"tz",-0.665721835442299,"1001003306"
-11.0724496841431,37.3192481994629,2008,"tz",-0.294274031382768,"1001003325"
-11.0724496841431,37.3192481994629,2012,"tz",-0.541892774263678,"1001003325"
-11.108790397644,34.6421699523926,2008,"tz",-0.302486866234347,"1003018003"
-11.108790397644,34.6421699523926,2012,"tz",-0.0759909828413821,"1003018003"
-11.1703195571899,34.9964714050293,2008,"tz",-0.210913313615791,"1003014002"
-11.1703195571899,34.9964714050293,2012,"tz",-0.00420162629659815,"1003014002"
-11.2849998474121,33.7784996032715,2010,"mw",-0.275070490087847,"10502268"
-11.2849998474121,33.7784996032715,2016,"mw",-0.191203203454313,"10502268"
-11.3125,33.4799003601074,2010,"mw",-0.396604398613235,"10505310"
-11.3125,33.4799003601074,2016,"mw",-0.405792397819411,"10505310"
-11.3154497146606,34.7863006591797,2008,"tz",-0.251925899513017,"1003013001"
-11.3154497146606,34.7863006591797,2012,"tz",-0.697542040900938,"1003013001"
-11.407600402832,33.9948997497559,2010,"mw",0.264277890655836,"10732192"
-11.407600402832,33.9948997497559,2016,"mw",0.384179625712924,"10732192"
-11.4329996109009,34.0234985351562,2010,"mw",0.229386790092821,"10734370"
-11.4329996109009,34.0234985351562,2016,"mw",0.434635394884121,"10734370"
-11.4608001708984,33.9738998413086,2010,"mw",0.00459428554852948,"10746033"
-11.4608001708984,33.9738998413086,2016,"mw",-0.0689348469289568,"10746033"
-11.4668998718262,34.0078010559082,2010,"mw",0.536836674524992,"10735173"
-11.4668998718262,34.0078010559082,2016,"mw",0.958298783954892,"10735173"
-11.4736003875732,34.0150985717773,2010,"mw",-0.0636217058867494,"10744649"
-11.4736003875732,34.0150985717773,2016,"mw",0.278944949767827,"10744649"
-11.4970102310181,35.6076316833496,2008,"tz",-0.48748525247719,"1002007004"
-11.4970102310181,35.6076316833496,2012,"tz",-0.664730056805083,"1002007004"
-11.5363998413086,34.2779998779297,2010,"mw",-0.28543087697256,"10308636"
-11.5363998413086,34.2779998779297,2016,"mw",-0.279741036983337,"10308636"
-11.96399974823,34.0768013000488,2010,"mw",-0.36545403826427,"10302010"
-11.96399974823,34.0768013000488,2016,"mw",-0.393867181824517,"10302010"
-12.8816003799438,33.7267990112305,2010,"mw",-0.57377956641632,"20112661"
-12.8816003799438,33.7267990112305,2016,"mw",-0.592266302713472,"20112661"
-13.2305002212524,34.0093002319336,2010,"mw",-0.512201981398757,"20303065"
-13.2305002212524,34.0093002319336,2016,"mw",-0.49815785614422,"20303065"
-13.2740001678467,34.1403999328613,2010,"mw",-0.487747668320934,"20206362"
-13.2740001678467,34.1403999328613,2016,"mw",-0.400258158015173,"20206362"
-13.3313999176025,33.8581008911133,2010,"mw",-0.440083045354724,"20306557"
-13.3313999176025,33.8581008911133,2016,"mw",-0.542926694872006,"20306557"
-13.3487997055054,33.4403991699219,2010,"mw",-0.364636231360432,"20111718"
-13.3487997055054,33.4403991699219,2016,"mw",-0.52644236945126,"20111718"
-13.3500003814697,34.2705001831055,2010,"mw",-0.601407871935717,"20205207"
-13.3500003814697,34.2705001831055,2016,"mw",-0.445481965840397,"20205207"
-13.4883003234863,34.2613983154297,2010,"mw",-0.460256220373472,"20508349"
-13.4883003234863,34.2613983154297,2016,"mw",-0.363574492299441,"20508349"
-13.5026998519897,32.9863014221191,2010,"mw",-0.541137204417447,"20705372"
-13.5026998519897,32.9863014221191,2016,"mw",-0.566067059576162,"20705372"
-13.5076999664307,33.7375984191895,2010,"mw",-0.241613083833123,"20407481"
-13.5076999664307,33.7375984191895,2016,"mw",-0.175071106369892,"20407481"
-13.6361999511719,33.7489013671875,2010,"mw",-0.608174531259512,"20407398"
-13.6361999511719,33.7489013671875,2016,"mw",-0.742333915860794,"20407398"
-13.7468996047974,34.163200378418,2010,"mw",-0.475332521821817,"20404032"
-13.7468996047974,34.163200378418,2016,"mw",-0.565083017864802,"20404032"
-13.7920999526978,34.1601982116699,2010,"mw",-0.485239969048592,"20404575"
-13.7920999526978,34.1601982116699,2016,"mw",-0.649775287996635,"20404575"
-13.7993001937866,33.8588981628418,2010,"mw",-0.389899612451351,"20607315"
-13.7993001937866,33.8588981628418,2016,"mw",-0.41062603135768,"20607315"
-13.8121995925903,33.5004997253418,2010,"mw",-0.542215858478439,"20615064"
-13.8121995925903,33.5004997253418,2016,"mw",-0.688544715345156,"20615064"
-13.8674001693726,33.8280982971191,2010,"mw",-0.045805578842377,"20607260"
-13.8674001693726,33.8280982971191,2016,"mw",0.103435613631342,"20607260"
-13.8696002960205,33.777099609375,2010,"mw",0.556000205570595,"21055693"
-13.8696002960205,33.777099609375,2016,"mw",0.609605295879542,"21055693"
-13.8758001327515,33.7598991394043,2010,"mw",0.682006234050062,"21055241"
-13.8758001327515,33.7598991394043,2016,"mw",0.870187821591822,"21055241"
-13.8938999176025,33.7871017456055,2010,"mw",0.155565890086912,"21081573"
-13.8938999176025,33.7871017456055,2016,"mw",0.44478172120978,"21081573"
-13.9322996139526,33.7588996887207,2010,"mw",-0.242564394986784,"21080308"
-13.9322996139526,33.7588996887207,2016,"mw",-0.048219886714258,"21080308"
-13.934700012207,33.4939994812012,2010,"mw",-0.423989552346093,"20615735"
-13.934700012207,33.4939994812012,2016,"mw",-0.425106796833083,"20615735"
-13.9354000091553,33.7827987670898,2010,"mw",1.1731215572959,"21048764"
-13.9354000091553,33.7827987670898,2016,"mw",1.283256944082,"21048764"
-13.9530000686646,33.717399597168,2010,"mw",-0.383668304053954,"21086069"
-13.9530000686646,33.717399597168,2016,"mw",-0.269747778522337,"21086069"
-13.9554004669189,33.7285995483398,2010,"mw",-0.341294822931204,"21086436"
-13.9554004669189,33.7285995483398,2016,"mw",-0.39698338713629,"21086436"
-13.9896001815796,33.7771987915039,2010,"mw",0.594592215644006,"21037030"
-13.9896001815796,33.7771987915039,2016,"mw",0.402124465405506,"21037030"
-13.9917001724243,33.7789001464844,2010,"mw",0.674895000529539,"21037536"
-13.9917001724243,33.7789001464844,2016,"mw",0.526630270093924,"21037536"
-14.0038995742798,33.8081016540527,2010,"mw",0.385493556385435,"21051203"
-14.0038995742798,33.8081016540527,2016,"mw",0.44359071833975,"21051203"
-14.020899772644,33.774600982666,2010,"mw",0.0731870149278211,"21066339"
-14.020899772644,33.774600982666,2016,"mw",0.190152971652266,"21066339"
-14.0239000320435,33.7779998779297,2010,"mw",0.00289108222145412,"21066096"
-14.0239000320435,33.7779998779297,2016,"mw",0.507966265736813,"21066096"
-14.0261001586914,34.2599983215332,2010,"mw",-0.474496187347439,"20804405"
-14.0261001586914,34.2599983215332,2016,"mw",-0.292581427864402,"20804405"
-14.0329999923706,33.5158996582031,2010,"mw",-0.377363264419009,"20614477"
-14.0329999923706,33.5158996582031,2016,"mw",-0.574205699963844,"20614477"
-14.0754995346069,33.9183006286621,2010,"mw",0.267766513237821,"20601626"
-14.0754995346069,33.9183006286621,2016,"mw",0.16773723423463,"20601626"
-14.1044998168945,34.0018005371094,2010,"mw",-0.638686290964714,"20610050"
-14.1044998168945,34.0018005371094,2016,"mw",-0.427802508365323,"20610050"
-14.1065998077393,35.4117012023926,2010,"mw",-0.674479529103387,"30107624"
-14.1065998077393,35.4117012023926,2016,"mw",-0.747982203897328,"30107624"
-14.1403999328613,35.2154006958008,2010,"mw",-0.881727070618913,"30109724"
-14.1403999328613,35.2154006958008,2016,"mw",-0.564647565145511,"30109724"
-14.2600002288818,33.7983016967773,2010,"mw",-0.571510120374294,"20603090"
-14.2600002288818,33.7983016967773,2016,"mw",-0.673071772601997,"20603090"
-14.2749004364014,33.7597007751465,2010,"mw",0.271664020208908,"20603533"
-14.2749004364014,33.7597007751465,2016,"mw",0.256509629495893,"20603533"
-14.2992000579834,34.1125984191895,2010,"mw",-0.769553943798129,"20803156"
-14.2992000579834,34.1125984191895,2016,"mw",-0.691937889243858,"20803156"
-14.3252000808716,35.4254989624023,2010,"mw",-0.626821806393334,"30104708"
-14.3252000808716,35.4254989624023,2016,"mw",-0.591897666000327,"30104708"
-14.3486995697021,34.4039993286133,2010,"mw",-0.410337793352376,"20808421"
-14.3486995697021,34.4039993286133,2016,"mw",-0.548256863800969,"20808421"
-14.3556003570557,34.5792999267578,2010,"mw",-0.725787654412826,"20807727"
-14.3556003570557,34.5792999267578,2016,"mw",-0.677292512947328,"20807727"
-14.3762998580933,34.0393981933594,2010,"mw",-0.602327295291686,"20801046"
-14.3762998580933,34.0393981933594,2016,"mw",-0.435202327964709,"20801046"
-14.4135999679565,34.6105995178223,2010,"mw",-0.595645752722249,"20909113"
-14.4135999679565,34.6105995178223,2016,"mw",-0.550226898753439,"20909113"
-14.4265003204346,35.2575988769531,2010,"mw",-0.817820267843857,"30101280"
-14.4265003204346,35.2575988769531,2016,"mw",-0.505062307793894,"30101280"
-14.479100227356,34.8261985778809,2010,"mw",-0.622726238499061,"30103074"
-14.479100227356,34.8261985778809,2016,"mw",-0.497855081852822,"30103074"
-14.4912004470825,35.6063003540039,2010,"mw",-0.567422411964605,"30105325"
-14.4912004470825,35.6063003540039,2016,"mw",-0.362573276285103,"30105325"
-14.5036001205444,34.6593017578125,2010,"mw",-0.578479376575985,"20908119"
-14.5036001205444,34.6593017578125,2016,"mw",-0.680466454190935,"20908119"
-14.5243997573853,35.0887985229492,2010,"mw",-0.736558019165899,"30101545"
-14.5243997573853,35.0887985229492,2016,"mw",-0.633705787832585,"30101545"
-14.6513996124268,34.6255989074707,2010,"mw",-0.417063884960896,"20906605"
-14.6513996124268,34.6255989074707,2016,"mw",-0.619507638034488,"20906605"
-14.6998996734619,35.6080017089844,2010,"mw",-0.633821735431451,"30212307"
-14.6998996734619,35.6080017089844,2016,"mw",-0.624255600819813,"30212307"
-14.7074003219604,35.8067016601562,2010,"mw",-0.596126322085979,"30208396"
-14.7074003219604,35.8067016601562,2016,"mw",-0.499358275669869,"30208396"
-14.7688999176025,34.6460990905762,2010,"mw",-0.603202173278107,"20906524"
-14.7688999176025,34.6460990905762,2016,"mw",-0.47901637344692,"20906524"
-14.9258003234863,35.0164985656738,2010,"mw",-0.446992788054528,"31201007"
-14.9258003234863,35.0164985656738,2016,"mw",-0.523972958080501,"31201007"
-14.9533004760742,34.9544982910156,2010,"mw",-0.601159858788953,"31201516"
-14.9533004760742,34.9544982910156,2016,"mw",-0.45994923056661,"31201516"
-15.0705995559692,35.1703987121582,2010,"mw",-0.481518896580373,"31201104"
-15.0705995559692,35.1703987121582,2016,"mw",-0.479697170996495,"31201104"
-15.1750001907349,35.3381004333496,2010,"mw",-0.499341073466696,"30202252"
-15.1750001907349,35.3381004333496,2016,"mw",-0.393823616119761,"30202252"
-15.3736000061035,35.3643989562988,2010,"mw",0.0512346135682552,"31435753"
-15.3736000061035,35.3643989562988,2016,"mw",0.0233741914416444,"31435753"
-15.3787002563477,35.342098236084,2010,"mw",-0.0342363587452451,"31435120"
-15.3787002563477,35.342098236084,2016,"mw",0.0357502725024352,"31435120"
-15.3990001678467,35.320499420166,2010,"mw",0.135794263500272,"31441389"
-15.3990001678467,35.320499420166,2016,"mw",0.405984636572195,"31441389"
-15.3992004394531,35.3184013366699,2010,"mw",0.657210454636456,"31439102"
-15.3992004394531,35.3184013366699,2016,"mw",0.608115807610222,"31439102"
-15.4041996002197,35.3314018249512,2010,"mw",0.380763805728975,"31443270"
-15.4041996002197,35.3314018249512,2016,"mw",0.348294488570298,"31443270"
-15.4626998901367,35.1595001220703,2010,"mw",-0.484550580302852,"30306555"
-15.4626998901367,35.1595001220703,2016,"mw",-0.46351694244412,"30306555"
-15.4882001876831,35.556999206543,2010,"mw",-0.480880187881463,"30302601"
-15.4882001876831,35.556999206543,2016,"mw",-0.502088137014047,"30302601"
-15.5698003768921,35.4255981445312,2010,"mw",-0.348269605752582,"30305082"
-15.5698003768921,35.4255981445312,2016,"mw",-0.449540860039175,"30305082"
-15.5762996673584,35.5518989562988,2010,"mw",-0.459626620743677,"30901054"
-15.5762996673584,35.5518989562988,2016,"mw",-0.410120597858899,"30901054"
-15.601300239563,35.2403984069824,2010,"mw",-0.51565276589419,"30406710"
-15.601300239563,35.2403984069824,2016,"mw",-0.50464800817778,"30406710"
-15.6057996749878,34.5183982849121,2010,"mw",0.234745702797487,"30620196"
-15.6057996749878,34.5183982849121,2016,"mw",0.515259340005196,"30620196"
-15.6473999023438,35.3431015014648,2010,"mw",-0.549178995317476,"30305580"
-15.6473999023438,35.3431015014648,2016,"mw",-0.640645735175897,"30305580"
-15.6555995941162,35.0183982849121,2010,"mw",-0.561541502383527,"30501383"
-15.6555995941162,35.0183982849121,2016,"mw",-0.540260814709112,"30501383"
-15.6688995361328,35.5890007019043,2010,"mw",-0.649278751354963,"30901475"
-15.6688995361328,35.5890007019043,2016,"mw",-0.637615529315441,"30901475"
-15.7088003158569,34.8301010131836,2010,"mw",-0.563731482085088,"30504518"
-15.7088003158569,34.8301010131836,2016,"mw",-0.597774042189052,"30504518"
-15.7307996749878,35.0713005065918,2010,"mw",0.117694407725404,"31532674"
-15.7307996749878,35.0713005065918,2016,"mw",0.274288872655647,"31532674"
-15.7370004653931,34.3852005004883,2010,"mw",-0.633011225094362,"30602235"
-15.7370004653931,34.3852005004883,2016,"mw",-0.486182102114507,"30602235"
-15.7694997787476,34.996898651123,2010,"mw",-0.0390992987186524,"31539670"
-15.7694997787476,34.996898651123,2016,"mw",0.162684582898996,"31539670"
-15.7776002883911,35.0401992797852,2010,"mw",0.449094247986853,"31536118"
-15.7776002883911,35.0401992797852,2016,"mw",0.516304424008016,"31536118"
-15.8086004257202,35.057201385498,2010,"mw",1.62418946747207,"31550254"
-15.8086004257202,35.057201385498,2016,"mw",1.28648525599865,"31550254"
-15.8233995437622,35.0885009765625,2010,"mw",0.144381576199418,"31546760"
-15.8233995437622,35.0885009765625,2016,"mw",0.586041635349184,"31546760"
-15.8283996582031,35.353199005127,2010,"mw",-0.568661867979691,"30806611"
